timestamp,battery,current_ma,mah_drawn,mah_remain,soc,auto_land,alt,roll,pitch,yaw,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,rc_roll,rc_pitch,rc_yaw,rc_throttle,rc_aux1,rc_aux2,rc_aux3,rc_aux4,pid_roll_p,pid_roll_i,pid_roll_d,pid_pitch_p,pid_pitch_i,pid_pitch_d,pid_yaw_p,pid_yaw_i,pid_yaw_d
1779439366.005,3.53,2250,170,230,39,0,-0.95,-2.8,-7.5,180,0.107,-0.049,0.990,1.50,-5.25,3.00,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439367.174,3.53,2349,171,229,39,0,-0.91,1.3,-13.3,177,0.213,-0.031,0.949,20.75,17.12,-6.12,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439368.335,3.53,2049,172,228,39,0,-0.81,-8.2,-12.4,-178,0.213,-0.066,0.959,-11.50,10.00,-56.50,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439369.503,3.53,2099,172,228,39,0,-0.66,6.0,-9.5,-175,0.164,0.082,0.996,55.62,2.88,-21.88,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439370.684,3.53,2150,173,227,39,0,-0.52,1.4,-9.4,-177,0.160,0.035,0.967,-74.50,9.50,31.88,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439371.866,3.53,2400,174,226,39,0,-0.33,-6.4,-2.0,170,0.049,-0.109,1.002,-20.25,33.12,26.62,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439373.037,3.53,2099,175,225,39,0,-0.12,2.2,-2.2,168,0.025,0.049,0.994,3.38,-7.75,-2.50,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439374.203,3.53,2150,175,225,39,0,0.03,8.3,-4.6,173,0.070,0.203,0.979,-93.62,7.50,8.75,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439375.395,3.53,2250,176,224,39,0,0.16,-15.1,-3.7,165,0.061,-0.236,0.971,-41.88,-10.38,17.12,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439376.558,3.53,2150,177,223,39,0,0.25,-6.7,-5.3,165,0.084,-0.143,0.984,99.88,-19.25,-23.88,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439377.757,3.53,2049,177,223,39,0,0.32,14.4,-6.2,174,0.113,0.244,0.965,-13.38,-0.50,3.63,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439378.951,3.43,2349,178,222,38,0,0.38,-0.7,-12.4,165,0.143,-0.100,0.873,-41.25,-57.12,28.00,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439380.147,3.43,2250,178,222,38,0,0.34,-4.5,-6.4,164,0.170,-0.076,1.051,-6.50,-9.00,-9.12,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439381.345,3.53,2200,179,221,38,0,0.28,-4.2,-8.6,161,0.154,-0.062,0.980,0.25,3.50,-3.38,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439382.492,3.53,2099,180,220,38,0,0.25,-4.1,-8.3,161,0.148,-0.070,0.984,-3.12,0.50,-6.00,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439383.850,3.53,2150,181,219,38,0,0.26,-3.9,-7.9,160,0.148,-0.057,0.984,-0.88,-2.25,3.38,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439385.018,3.53,2200,181,219,38,0,0.27,-8.2,-7.3,158,0.164,-0.086,0.975,-19.50,3.00,18.62,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439386.178,3.53,2299,182,218,38,0,0.24,-9.3,-2.6,150,0.068,-0.152,0.986,20.38,40.00,2.38,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439387.324,3.53,1999,183,217,38,0,0.13,-0.6,1.2,160,-0.020,0.004,0.996,-15.12,-11.88,-2.62,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439388.477,3.53,2150,183,217,38,0,0.03,-0.9,0.8,158,-0.014,-0.002,0.994,0.50,10.50,-5.62,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439389.633,3.53,2099,184,216,38,0,0.05,-0.6,-3.3,160,0.049,-0.018,0.965,-24.12,-12.75,5.38,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439390.811,3.53,2150,185,215,38,0,0.00,0.0,-3.0,159,0.029,0.018,0.982,7.88,-2.00,20.12,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439391.955,3.53,2150,185,215,38,0,0.00,0.7,-1.1,158,0.037,-0.004,0.994,-15.75,33.00,3.75,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439393.123,3.53,2299,186,214,38,0,0.00,1.7,-2.7,151,0.037,0.074,0.982,-51.75,2.88,36.88,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439394.299,3.53,2299,187,213,38,0,-0.01,-7.5,-0.0,135,0.004,-0.121,0.980,-40.12,24.12,78.75,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439395.434,3.53,2200,188,212,38,0,-0.04,-2.3,-3.3,128,0.064,-0.012,1.006,-44.12,31.38,-4.75,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439396.570,3.53,2150,188,212,38,0,-0.07,-8.2,1.6,128,-0.027,-0.145,0.980,32.12,6.25,-5.88,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439397.716,3.53,2150,188,212,38,0,-0.07,-8.2,1.6,128,-0.027,-0.145,0.980,32.12,6.25,-5.88,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439398.860,3.53,2150,188,212,38,0,-0.07,-7.9,1.7,128,-0.025,-0.145,0.982,27.25,7.13,4.62,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439400.011,3.53,2099,190,210,38,0,-0.07,-13.3,2.3,128,-0.041,-0.230,0.977,-14.12,0.25,-7.75,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439401.158,3.53,2099,190,210,38,0,-0.07,-13.3,2.3,128,-0.041,-0.230,0.977,-14.12,0.25,-7.75,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439402.306,3.53,2099,191,209,38,0,-0.01,-0.2,-1.1,128,0.016,-0.020,1.010,33.88,-15.25,-2.25,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439403.449,3.53,2099,192,208,38,0,-0.01,-2.8,0.4,128,-0.002,-0.027,0.982,-12.25,15.75,2.62,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439404.616,3.53,2150,193,207,38,0,0.00,-7.9,1.0,128,-0.020,-0.137,0.992,2.38,2.25,-10.50,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439405.781,3.53,2150,193,207,38,0,0.00,-7.9,1.0,128,-0.020,-0.137,0.992,2.38,2.25,-10.50,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439406.956,3.53,2200,194,206,38,0,0.02,-28.6,16.1,130,-0.225,-0.342,0.777,-117.00,18.50,-28.50,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439408.113,3.53,2150,195,205,37,0,-0.03,0.0,1.5,130,-0.008,0.000,1.000,0.38,0.12,-1.87,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439409.291,3.53,2150,195,205,37,0,-0.04,0.0,1.4,130,-0.014,0.012,0.994,-2.12,-1.38,1.38,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439410.468,3.53,2150,196,204,37,0,0.03,-0.0,1.2,129,-0.014,0.010,1.000,-4.62,-2.38,2.38,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439411.673,3.53,2150,197,203,37,0,0.06,-0.1,1.1,129,-0.014,0.012,0.998,-1.25,-0.88,-2.75,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439412.874,3.53,2150,197,203,37,0,0.00,0.0,1.0,128,-0.014,0.008,0.998,-0.75,0.75,3.88,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439414.099,3.53,2150,198,202,37,0,0.02,-0.2,0.9,128,-0.012,0.010,0.996,-2.38,-1.75,0.88,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439415.275,3.53,2099,199,201,37,0,0.00,-0.4,0.8,128,-0.012,0.006,1.000,-1.38,-0.50,1.50,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439416.472,3.52,1899,199,201,37,0,0.00,-0.7,0.8,141,0.014,0.021,0.996,-1.87,-1.38,-47.50,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439417.641,3.53,2049,200,200,37,0,0.00,-0.8,0.5,147,-0.016,0.002,0.994,1.62,2.50,-1.62,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439418.832,3.53,2099,201,199,37,0,0.00,-0.8,0.6,145,-0.018,0.004,0.994,-2.00,1.87,0.38,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439420.006,3.53,2099,201,199,37,0,0.00,-0.9,0.5,145,-0.018,0.002,1.002,0.12,-3.75,-2.25,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439421.185,3.53,2150,202,198,37,0,0.00,-1.0,0.4,145,-0.021,0.010,0.990,0.62,2.75,1.00,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439422.326,3.53,2150,203,197,37,0,0.01,-1.1,0.5,143,-0.016,0.002,0.998,-1.25,-5.75,-2.38,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439423.543,3.53,2150,203,197,37,0,0.00,-1.0,0.5,143,-0.021,0.008,1.000,-0.25,2.75,2.75,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439424.736,3.53,2049,204,196,37,0,0.00,-1.1,0.6,141,-0.020,0.004,1.002,0.38,-4.25,-0.38,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439425.892,3.53,2099,205,195,37,0,0.00,-1.0,0.5,141,-0.012,0.000,1.000,-2.38,-2.75,-1.25,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439427.045,3.53,2099,205,195,37,0,0.01,-1.1,0.6,139,-0.012,0.000,0.996,-1.38,-0.62,2.25,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439428.326,3.53,2099,206,194,37,0,-0.02,-0.6,0.5,139,-0.014,0.000,0.996,-0.38,0.00,-3.00,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439429.497,3.53,2150,207,193,37,0,-0.02,-0.7,0.7,138,-0.018,0.006,0.996,1.50,0.25,-0.88,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439430.677,3.53,2099,207,193,37,0,-0.01,-0.6,0.7,137,-0.014,-0.002,1.004,1.38,0.75,2.50,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439431.840,3.53,2150,208,192,37,0,-0.01,-0.6,0.8,136,-0.010,-0.004,0.998,0.88,-2.88,-3.00,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439432.997,3.53,2150,209,191,37,0,0.00,-0.6,0.9,134,-0.021,0.008,0.994,-1.00,0.25,3.25,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439434.156,3.53,2049,209,191,37,0,0.01,-0.5,1.0,134,-0.014,-0.002,1.004,0.25,-1.87,-1.12,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439435.323,3.53,2099,210,190,37,0,-0.01,-0.7,1.1,133,-0.012,0.000,0.996,0.50,-1.00,-2.88,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439436.471,3.53,2099,210,190,37,0,-0.01,-0.6,1.1,133,-0.014,0.000,0.996,0.88,4.00,0.88,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439437.617,3.53,2049,210,190,37,0,-0.01,-0.6,1.1,133,-0.018,0.000,0.996,-0.75,-2.38,-2.00,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439438.781,3.53,2200,212,188,37,0,0.00,-1.5,-2.2,126,0.033,-0.010,0.994,37.12,-3.38,16.50,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439439.932,3.53,2200,212,188,37,0,0.00,-3.3,-2.9,127,0.041,-0.045,0.982,-25.88,-15.38,4.50,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439441.106,3.53,2099,213,187,37,0,0.03,-9.2,-7.9,127,0.154,-0.143,0.971,6.38,4.88,-25.13,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439442.302,3.53,2150,214,186,37,0,-0.05,-4.7,-5.7,122,0.109,-0.104,1.006,31.75,6.62,24.38,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439443.468,3.53,2200,215,185,37,0,-0.07,-2.7,-8.6,118,0.148,-0.047,0.990,-22.12,50.25,30.25,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439444.674,3.53,2099,215,185,37,0,-0.08,-2.6,-6.5,117,0.125,-0.033,0.986,27.75,-19.62,5.12,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439445.831,3.43,2200,216,184,35,0,-0.07,12.1,-14.8,116,0.270,0.195,0.959,19.38,10.38,-2.38,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439446.995,3.53,2099,217,183,35,0,-0.06,-1.9,-7.2,117,0.145,0.000,0.980,-46.88,34.38,0.00,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439448.143,3.43,2200,217,183,35,0,-0.06,-2.2,-9.3,113,0.158,-0.031,0.984,-16.38,-23.50,8.00,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439449.330,3.53,2200,218,182,35,0,-0.07,8.1,-16.1,115,0.291,0.131,0.932,8.75,9.75,-1.50,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439450.490,3.53,2200,219,181,35,0,-0.07,10.3,-17.3,117,0.283,0.164,0.916,30.50,-33.25,-5.75,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439451.669,3.53,2150,219,181,35,0,-0.06,4.2,-15.0,115,0.305,0.092,0.967,-115.63,104.88,9.62,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439452.855,3.53,2099,220,180,35,0,-0.05,-6.7,-6.8,113,0.123,-0.115,0.980,-9.88,3.00,14.50,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439454.058,3.53,2150,221,179,35,0,-0.02,-2.5,-5.0,113,0.086,-0.045,1.000,10.50,14.50,5.75,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439455.222,3.53,2049,221,179,35,0,0.00,-0.2,-6.0,116,0.098,0.014,0.982,-53.38,-8.25,-9.62,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439456.407,3.53,1950,222,178,35,0,-0.02,-2.4,-2.5,131,0.049,-0.033,0.986,11.25,-0.75,-45.38,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439457.596,3.43,2099,223,177,34,0,0.01,-0.1,0.9,138,-0.016,0.000,1.000,0.62,-1.50,-2.75,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439458.867,3.53,2150,223,177,34,0,0.00,-0.1,0.8,137,-0.021,0.006,0.996,2.25,-1.25,-1.25,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439460.126,3.53,2200,224,176,34,0,0.04,-0.2,0.9,136,-0.018,0.008,0.998,-3.25,-1.50,-0.75,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439461.267,3.53,2150,225,175,34,0,0.00,-0.2,1.0,135,-0.016,0.002,0.996,-0.25,1.62,1.00,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439462.506,3.53,2150,225,175,34,0,0.02,-0.3,1.0,134,-0.014,-0.004,0.996,2.12,0.25,1.62,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439463.679,3.53,2150,225,175,34,0,0.03,-0.3,1.0,134,-0.018,0.002,1.000,-3.25,-1.50,0.38,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439464.837,3.53,2099,227,173,34,0,-0.02,-0.4,1.0,131,-0.020,0.008,0.994,-1.87,2.50,3.63,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439466.036,3.53,2150,227,173,34,0,-0.02,-0.4,0.9,131,-0.016,0.004,0.996,-3.00,3.50,1.12,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439467.188,3.53,2150,228,172,34,0,0.00,-0.5,0.9,130,-0.020,0.004,0.996,1.00,0.75,2.75,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439468.328,3.53,2099,229,171,34,0,0.00,-0.5,0.9,129,-0.016,0.002,0.996,-3.00,2.12,1.62,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439469.536,3.53,2099,229,171,34,0,0.00,-0.4,0.9,127,-0.012,0.000,0.998,-2.12,-1.62,0.75,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439470.708,3.53,2049,230,170,34,0,-0.03,-0.5,0.9,127,-0.012,-0.002,0.996,-0.12,1.00,-1.25,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439471.860,3.53,2049,230,170,34,0,-0.03,-0.5,0.9,127,-0.012,-0.002,0.996,-0.12,1.00,-1.25,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439472.998,3.53,2049,230,170,34,0,-0.03,-0.5,0.9,127,-0.010,-0.006,0.998,4.00,-2.00,0.50,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439474.170,3.53,2099,232,168,34,0,-0.01,-0.5,1.0,125,-0.014,0.002,0.998,-2.12,-1.87,0.12,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439475.333,3.53,2099,232,168,34,0,0.01,-0.5,1.0,124,-0.020,0.004,0.996,-1.75,-0.75,-2.12,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439476.881,3.53,2150,233,167,34,0,0.02,-0.5,1.0,122,-0.012,0.000,0.998,-1.25,0.12,2.62,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439478.207,3.53,2099,234,166,34,0,-0.02,-0.5,1.0,121,-0.018,0.004,0.998,-0.88,1.75,3.63,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439479.372,3.53,2150,235,165,34,0,-0.02,-0.5,0.9,119,-0.016,0.000,0.992,1.25,2.50,-0.25,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779439480.524,3.53,2150,236,164,34,0,-0.03,-0.5,1.0,119,-0.018,0.000,0.990,-2.12,1.00,-0.12,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
