timestamp,battery,current_ma,mah_drawn,mah_remain,soc,auto_land,alt,roll,pitch,yaw,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,rc_roll,rc_pitch,rc_yaw,rc_throttle,rc_aux1,rc_aux2,rc_aux3,rc_aux4,pid_roll_p,pid_roll_i,pid_roll_d,pid_pitch_p,pid_pitch_i,pid_pitch_d,pid_yaw_p,pid_yaw_i,pid_yaw_d
1779415973.842,3.62,1600,33,367,58,0,-0.12,-0.5,-3.2,-171,0.002,-0.018,0.996,1.25,-0.50,-2.12,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779415974.990,3.62,1600,33,367,58,0,-0.12,-0.5,-3.2,-171,0.002,-0.018,0.996,1.25,-0.50,-2.12,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779415976.203,3.62,1600,33,367,58,0,-0.12,-0.5,-3.2,-171,0.002,-0.018,0.996,1.25,-0.50,-2.12,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779415977.320,3.62,1600,33,367,58,0,-0.12,-0.5,-3.2,-171,0.002,-0.018,0.996,1.25,-0.50,-2.12,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779415978.415,3.62,1600,33,367,58,0,-0.12,-0.5,-3.2,-171,0.002,-0.018,0.996,1.25,-0.50,-2.12,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779415979.548,3.62,1600,33,367,58,0,-0.12,-0.5,-3.2,-171,0.002,-0.018,0.996,1.25,-0.50,-2.12,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779415980.653,3.62,1600,33,367,58,0,-0.12,-0.5,-3.2,-171,0.002,-0.018,0.996,1.25,-0.50,-2.12,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779415981.742,3.62,1600,33,367,58,0,-0.12,-0.5,-3.2,-171,0.002,-0.018,0.996,1.25,-0.50,-2.12,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779415982.901,3.62,1600,33,367,58,0,-0.12,-0.5,-3.2,-171,0.002,-0.018,0.996,1.25,-0.50,-2.12,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779415984.171,3.62,1600,33,367,58,0,-0.12,-0.5,-3.2,-171,0.002,-0.018,0.996,1.25,-0.50,-2.12,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779415985.379,3.62,1600,33,367,58,0,-0.12,-0.5,-3.2,-171,0.002,-0.018,0.996,1.25,-0.50,-2.12,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779415986.594,3.62,1600,33,367,58,0,-0.12,-0.5,-3.2,-171,0.002,-0.018,0.996,1.25,-0.50,-2.12,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779415987.751,3.62,1600,33,367,58,0,-0.12,-0.5,-3.2,-171,0.002,-0.018,0.996,1.25,-0.50,-2.12,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779415988.852,3.62,1600,33,367,58,0,-0.12,-0.5,-3.2,-171,0.002,-0.018,0.996,1.25,-0.50,-2.12,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779415989.993,3.62,1600,33,367,58,0,-0.12,-0.5,-3.2,-171,0.002,-0.018,0.996,1.25,-0.50,-2.12,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779415991.114,3.62,1600,33,367,58,0,-0.12,-0.5,-3.2,-171,0.002,-0.018,0.996,1.25,-0.50,-2.12,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779415992.193,3.62,1600,33,367,58,0,-0.12,-0.5,-3.2,-171,0.002,-0.018,0.996,1.25,-0.50,-2.12,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779415993.272,3.62,1600,33,367,58,0,-0.12,-0.5,-3.2,-171,0.002,-0.018,0.996,1.25,-0.50,-2.12,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
1779415994.376,3.62,1600,33,367,58,0,-0.12,-0.5,-3.2,-171,0.002,-0.018,0.996,1.25,-0.50,-2.12,0.0,0.0,0.0,1500,1500,1500,1000,1500,1000,1000,1500,40,40,40,40,40,40,85,45,0
